Reef.ID,Reef.Name,Ocean,Country,State.Province.Island,City.Town,Year,Date,Depth,Organism.Code,S1,S2,S3,S4,Errors.,What.errors.,Average_bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Region,Diversity,rate_of_SST_change,Longitude.Degrees,Latitude.Degrees
NSReef77,Reef 77,Pacific,Malaysia,Sabah,Sandakan,2010,6-Aug-10,10.7,Bleaching (% of population),0,4,0,0,FALSE,,1,303.01,303.4,302.21,297.77,305.54,1.21,4,0.46,0.85,0,-3.6,2.99,4,4,16,6,5.25,2.56,15.5,2.01,0.34,1.21,-5.28,2.48,-0.84,3,2.4,11,2,5.24,1.77,11.52,0.93,ERG045,567,0.009444444,117.9225833,6.554027778
NSSandbarSouth,Sandbar South,Pacific,Malaysia,Sabah,Lankayan Island,2010,5-Jul-10,5.5,Bleaching (% of population),0,0,0,0,TRUE,no site description,0,303.04,302.46,302.27,297.85,305.83,1.25,2,-0.53,0.87,0,-3.32,2.85,7,4.41,18,6,7.2,2.72,16.3,2.04,-0.69,1.25,-5.29,2.67,-0.87,3,2.31,10,2,5.76,1.55,11,0.78,ERG045,567,0.009444444,117.9113611,6.498333333
NSSouthRock,South Rock,Pacific,Malaysia,Lankayan,,2010,14-May-10,9,Bleaching (% of population),0,0,0,0,TRUE,no site description,0,303.02,303.01,302.27,297.85,305.83,1.25,3,0,0.87,0,-3.32,2.85,6,4.41,18,6,2.26,2.72,16.3,2.04,-0.14,1.25,-5.29,2.67,-0.87,1,2.31,10,2,0,1.55,11,0.78,ERG045,567,0.009444444,117.9156111,6.489861111
NSTurtleStop1,Turtle Stop West,Pacific,Malaysia,Lankayan,,2010,13-Jul-10,5,Bleaching (% of population),0,0,0,0,TRUE,no site description,0,302.99,302.85,302.22,297.48,305.81,1.23,3,-0.09,0.86,0,-3.64,2.91,5,4.17,16,5,5.77,2.51,14.52,1.84,-0.22,1.23,-5.58,2.74,-0.83,4,2.33,11,2,5.66,1.54,9.52,0.81,ERG045,567,0.009444444,117.9111111,6.507777778
NSVeron,Veron/Veron Fan Garden,Pacific,Malaysia,Sabah,Sandakan,2010,8-Aug-10,10,Bleaching (% of population),0,0,0,0,TRUE,no site description,0,303.07,303.37,302.22,297.48,305.81,1.23,4,0.41,0.86,0,-3.64,2.91,5,4.17,16,5,5.77,2.51,14.52,1.84,0.29,1.23,-5.58,2.74,-0.83,4,2.33,11,2,5.66,1.54,9.52,0.81,ERG045,567,0.009444444,117.9157222,6.520972222
NSTelokJawa,Telok Jawa,Pacific,Malaysia,Pulau Dayang,,2010,9-May-10,5,Bleaching (% of population),0,0,0,0,TRUE,no site description,0,302.6,304.04,301.65,297.67,305.32,1.29,2,1,0.91,0,-3.39,3.41,13,5.87,36,6,9.63,3.38,18.52,2.38,0.99,1.29,-5.38,2.26,-1.39,1,1.63,7,1,1.18,1.09,6.57,0.41,ERG049,503,0.016111111,104.5037222,2.477583333
NSTelokJawa,Telok Jawa,Pacific,Malaysia,Pulau Dayang,,2010,9-May-10,10,Bleaching (% of population),0,0,0,0,TRUE,no site description,0,302.6,304.04,301.65,297.67,305.32,1.29,2,1,0.91,0,-3.39,3.41,13,5.87,36,6,9.63,3.38,18.52,2.38,0.99,1.29,-5.38,2.26,-1.39,1,1.63,7,1,1.18,1.09,6.57,0.41,ERG049,503,0.016111111,104.5037222,2.477583333
NSKatchingStar,Katching Star,Pacific,Malaysia,Lankayan,,2010,13-Aug-10,15.5,Bleaching (% of population),0,0,0,0,TRUE,no site description,0,303.06,303.43,302.22,297.48,305.81,1.23,3,0.45,0.86,0,-3.64,2.91,5,4.17,16,5,5.77,2.51,14.52,1.84,0.36,1.23,-5.58,2.74,-0.83,4,2.33,11,2,5.66,1.54,9.52,0.81,ERG045,567,0.009444444,117.9206667,6.513555556
NSLyciaGarden,Lycia Garden,Pacific,Malaysia,Sabah,Sandakan,2010,12-Aug-10,8,Bleaching (% of population),0,0,0,0,TRUE,no site description,0,303.14,303.39,302.27,297.85,305.83,1.25,3,0.33,0.87,0,-3.32,2.85,7,4.41,18,6,6.05,2.72,16.3,2.04,0.24,1.25,-5.29,2.67,-0.87,3,2.31,10,2,5.76,1.55,11,0.78,ERG045,567,0.009444444,117.9272222,6.49825
NSMoray,Moray,Pacific,Malaysia,Lankayan,,2010,14-Aug-10,12,Bleaching (% of population),0,0,0,0,TRUE,no site description,0,303,303.47,302.21,297.77,305.54,1.21,3,0.52,0.85,0,-3.6,2.99,4,4,16,6,5.25,2.56,15.5,2.01,0.41,1.21,-5.28,2.48,-0.84,3,2.4,11,2,5.24,1.77,11.52,0.93,ERG045,567,0.009444444,117.9356944,6.552083333
139.29.6E.34.5.51N,Katanzaki Igaya-bay,Pacific,Japan,Miyake-jima,Miyake-mura,2010,16-Oct-10,10,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,299.68,294.5628571,286.4714286,303.2271429,3.78,9,2.074285714,1.547142857,0,-4.722857143,3.972857143,22.28571429,8.925714286,44.85714286,14.42857143,11.09428571,6.028571429,31.61285714,6.278571429,-0.17,3.78,-13.37142857,3.367142857,-5.277142857,4.857142857,2.178571429,7.714285714,2,7.132857143,2.132857143,12.69714286,0.867142857,ERG062,115,0.024520201,139.485,34.0975
139.28.52E.34.3.22N,Toga-reef No. 1,Pacific,Japan,Miyake-jima,Miyake-mura,2010,16-Oct-10,5,Bleaching (% of population),5,5,0,0,FALSE,,2.5,294.51,300.24,294.71,286.76,303.07,3.79,9,2.52,1.57,0,-4.73,4.12,24,9.04,45,15,15.78,6.11,30.46,6.45,0.23,3.79,-13.25,3.05,-5.29,5,2.05,7,2,8.93,2.1,10.38,0.87,ERG062,115,0.024520201,139.4811111,34.05611111
123.58.27.96E.24.22.18N,Northern reef of Kohama Is.,Pacific,Japan,Okinawa,Taketomi town,2010,13-Jun-10,3,Bleaching (% of population),0,0,0,0,FALSE,,0,302.07,300.82,298.9,294.02,304.88,2.45,6,0.05,0.93,0,-2.93,3.24,5,6.28,30,7,3.39,3.59,23.17,2.54,-1.36,2.45,-8.15,2.7,-3.27,1,1.39,6,1,0,1.11,8.84,0.35,ERG057,396,0.042222221,123.9744444,24.37166667
123.58.27.96E.24.22.18N,Northern reef of Kohama Is.,Pacific,Japan,Okinawa,Taketomi town,2010,13-Jun-10,6,Bleaching (% of population),0,0,0,0,FALSE,,0,302.07,300.82,298.9,294.02,304.88,2.45,6,0.05,0.93,0,-2.93,3.24,5,6.28,30,7,3.39,3.59,23.17,2.54,-1.36,2.45,-8.15,2.7,-3.27,1,1.39,6,1,0,1.11,8.84,0.35,ERG057,396,0.042222221,123.9744444,24.37166667
123.43.54.8E.24.17.8.53N,Nakanose,Pacific,Japan,Okinawa,Taketomi town,2009,22-Nov-09,6,Bleaching (% of population),0,0,0,0,FALSE,,0,297.12,298.3,299.18,294.01,304.76,2.39,8,-0.52,0.92,0,-3.98,2.88,4,5.99,29,7,0,3.43,24.33,2.45,-3.97,2.39,-8.26,2.49,-3.08,1,1.15,6,0,0,1.01,8.07,0.33,ERG057,396,0.042222221,123.7318889,24.28570278
123.43.54.8E.24.17.8.53N,Nakanose,Pacific,Japan,Okinawa,Taketomi town,2009,22-Nov-09,10,Bleaching (% of population),0,0,0,0,FALSE,,0,297.12,298.3,299.18,294.01,304.76,2.39,8,-0.52,0.92,0,-3.98,2.88,4,5.99,29,7,0,3.43,24.33,2.45,-3.97,2.39,-8.26,2.49,-3.08,1,1.15,6,0,0,1.01,8.07,0.33,ERG057,396,0.042222221,123.7318889,24.28570278
123.43.54.8E.24.17.8.53N,Nakanose,Pacific,Japan,Okinawa,Taketomi town,2010,20-Nov-10,6,Bleaching (% of population),0,0,0,0,FALSE,,0,297.12,298.39,299.18,294.01,304.76,2.39,9,-0.48,0.92,0,-3.98,2.88,12,5.99,29,7,7.59,3.43,24.33,2.45,-3.88,2.39,-8.26,2.49,-3.08,1,1.15,6,0,0,1.01,8.07,0.33,ERG057,396,0.042222221,123.7318889,24.28570278
123.43.54.8E.24.17.8.53N,Nakanose,Pacific,Japan,Okinawa,Taketomi town,2010,20-Nov-10,10,Bleaching (% of population),0,0,0,0,FALSE,,0,297.12,298.39,299.18,294.01,304.76,2.39,9,-0.48,0.92,0,-3.98,2.88,12,5.99,29,7,7.59,3.43,24.33,2.45,-3.88,2.39,-8.26,2.49,-3.08,1,1.15,6,0,0,1.01,8.07,0.33,ERG057,396,0.042222221,123.7318889,24.28570278
45.02.33E.12.41.16S,Boa Sadia Reef,Indian,France,Mayotte,Mamoudzou,2010,2-Dec-10,8,Bleaching (% of population),0,0,0,0,FALSE,,0,301.9,301.14,300.61,296.11,304.61,1.58,3,-0.05,0.71,0,-3.08,3.08,15,3.86,18,4,2.69,2.06,12.86,1.34,-1.17,1.58,-6.19,2.29,-1.69,7,1.7,8,1,0,1.15,9.21,0.41,ERG013,343,0.031616161,45.03883333,-12.686
45.09.95E.12.42.60S,Longoni,Indian,France,Mayotte,Mamoudzou,2010,3-Dec-10,2,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,301.9325,300.7625,296.625,305.1825,1.5625,3,0.585,0.72,0,-2.965,3.9325,17,3.7725,18.5,3,1.6325,2.125,14.5225,1.2025,-0.5025,1.5625,-5.8025,2.745,-1.6625,11,2.0225,11,1,0,1.2425,11.54,0.4125,ERG013,343,0.031616161,45.16583333,-12.71
99.49.48E.10.6.49N,Sairee Reef,Pacific,Thailand,Suratthani,Koh Tao,2011,18-Mar-11,4,Bleaching (% of population),0,0,0,0,FALSE,,0,303.5,300.36,302,297.17,306.89,1.37,4,-2.13,1.01,0,-3.61,3.74,16,6.05,25,8,0,4.06,25.94,2.98,-3.17,1.37,-6.35,3.35,-1.52,10,2.07,10,1,0,1.92,21.64,0.56,ERG050,417,0.016363636,99.83,10.11361111
99.49.48E.10.6.49N,Sairee Reef,Pacific,Thailand,Suratthani,Koh Tao,2011,18-Mar-11,6.5,Bleaching (% of population),0,0,0,0,FALSE,,0,303.5,300.36,302,297.17,306.89,1.37,4,-2.13,1.01,0,-3.61,3.74,16,6.05,25,8,0,4.06,25.94,2.98,-3.17,1.37,-6.35,3.35,-1.52,10,2.07,10,1,0,1.92,21.64,0.56,ERG050,417,0.016363636,99.83,10.11361111
70.38.43.3W.19.47.6N,Paradise Reef,Atlantic,Dominican Republic,Puerto Plata,Puerto Plata,2011,9-Apr-11,6,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,298.7975,300.29,297.1025,305.0475,1.265,6,-0.5425,0.7275,0,-2.69,3.755,6.75,4.105,18.25,3.75,0.2525,2.2725,13.89,1.3375,-3.205,1.265,-4.8925,3.0375,-1.7,1,1.155,4.5,0,0,0.8375,6.0625,0.25,ERG138,59,0.014646464,-70.64536111,19.785
178.23.98E.18.09.58S,Fish Patch,Pacific,Fiji,Suva Harbor,,2009,18-Mar-09,6,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,302.03,299.74,295.604,303.872,1.502,5,0.622,0.846,0,-3.142,3.548,12.6,5.472,24,5,0.264,3.04,20.744,1.84,0.486,1.502,-5.934,2.322,-1.794,0,1.318,5.4,0.6,0,0.976,7.432,0.33,ERG111,395,0.010883838,178.3996667,-18.15966667
178.23.98E.18.09.58S,Fish Patch,Pacific,Fiji,Suva Harbor,,2009,18-Mar-09,10,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,302.03,299.74,295.604,303.872,1.502,5,0.622,0.846,0,-3.142,3.548,12.6,5.472,24,5,0.264,3.04,20.744,1.84,0.486,1.502,-5.934,2.322,-1.794,0,1.318,5.4,0.6,0,0.976,7.432,0.33,ERG111,395,0.010883838,178.3996667,-18.15966667
179.54.08E.16.47.92S,Great White Wall,Pacific,Fiji,Taveuni,Garden Island Resort,2009,1-Feb-09,10,Bleaching (% of population),0,0,1,1,FALSE,,0.5,301.92,301.74,300.34,295.79,304.17,1.42,4,-0.04,0.8,0,-2.95,2.82,1,4.9,23,5,0,2.71,17.87,1.71,-0.2,1.42,-6.15,2.23,-1.59,0,1.3,6,1,0,0.87,5.03,0.32,ERG111,395,0.016161616,179.9013333,-16.79866667
179.56.63E.16.45.86S,Rainbow Reef: The Corner,Pacific,Fiji,Taveuni,Garden Island Resort,2009,1-Feb-09,10,Bleaching (% of population),2,1,1,0,FALSE,,1,301.91,301.93,300.38,296.67,304.17,1.36,4,0.16,0.79,0,-3.16,3.08,4,5.12,28,5,1.1,2.72,17.16,1.67,0,1.36,-5.25,2.24,-1.54,0,1.03,4,0,0,0.67,3.78,0.24,ERG111,395,0.016161616,179.9438333,-16.76433333
179.29.232E.17.15.998S,Outer wall near south Kaibu opposite Pres Vale,Pacific,Fiji,Lau,Kaibu,2010,20-Dec-10,5,Bleaching (% of population),0,0,0,0,FALSE,,0,301.65,301.5,300.29,295.88,305.07,1.41,5,0.5,0.86,0,-3.19,4.62,8,4.66,23,5,7.08,2.88,17.35,2.01,-0.32,1.41,-5.94,3.25,-1.52,0,1.32,7,1,0,1.07,7.89,0.42,ERG111,395,0.013131313,-179.4871944,-17.26663889
179.29.693W.17.15.842S,Outer wall South Kaibu Island,Pacific,Fiji,Lau,Kaibu Island,2010,20-Dec-10,10,Bleaching (% of population),0,0,0,0,FALSE,,0,301.65,301.5,300.29,295.88,305.07,1.41,5,0.5,0.86,0,-3.19,4.62,8,4.66,23,5,7.08,2.88,17.35,2.01,-0.32,1.41,-5.94,3.25,-1.52,0,1.32,7,1,0,1.07,7.89,0.42,ERG111,395,0.013131313,-179.4948889,-17.26402778
177.12.08E.17.47.39S,Sunflower,Pacific,Fiji,Mamanucas,Nandi,2010,20-Aug-10,8,Bleaching (% of population),0,20,0,NA,TRUE,did not do S4,6.666666667,299.36,299.53,300.71,296.08,304.5,1.49,4,0.73,0.81,0,-3.33,2.77,9,4.3,20,5,12.47,2.58,17.95,1.71,-2.82,1.49,-6.26,2.14,-1.63,0,1.36,5,1,0,0.95,6.68,0.33,ERG111,395,0.011515151,177.2022222,-17.79416667
179.54.08E.16.47.92S,Great White Wall,Pacific,Fiji,Taveuni,Garden Island Resort,2010,21-Feb-10,10,Bleaching (% of population),0,0,1,0,FALSE,,0.25,301.74,302.08,300.34,295.79,304.17,1.42,8,0.14,0.8,0,-2.95,2.82,0,4.9,23,5,0,2.71,17.87,1.71,0.14,1.42,-6.15,2.23,-1.59,0,1.3,6,1,0,0.87,5.03,0.32,ERG111,395,0.016161616,179.9013333,-16.79866667
179.55.772E.16.46.713S,Rainbow Reef: The Corner,Pacific,Fiji,Taveuni,Garden Island Resort,2010,21-Feb-10,12.5,Bleaching (% of population),0,0,0,0,FALSE,,0,301.72,301.92,300.34,296.23,304.19,1.41,8,-0.06,0.81,0,-3.03,3.25,0,4.86,25,5,0,2.78,19.86,1.71,-0.06,1.41,-5.75,2.21,-1.63,0,0.99,4,0,0,0.75,7.07,0.25,ERG111,395,0.016161616,179.9295278,-16.77855556
177.19.199E.16.57.221S,Whiskey Reef (off western shore of Macatawa Levu Island),Pacific,Fiji,Tavewa/Yasawas,West Side Watersports,2010,20-Jun-10,10,Bleaching (% of population),0,0,0,0,FALSE,,0,298.93,299.29,300.54,296.26,305.33,1.43,7,-0.49,0.81,0,-3.04,3.28,2,4.14,22,5,2.41,2.36,15.44,1.71,-2.82,1.43,-5.84,3.22,-1.56,0,1.21,5,1,0,1.02,5.88,0.45,ERG111,395,0.013611111,177.3199722,-16.95369444
177.23.236E.16.52.543S,Wonderland (off western shore of Nacula Island),Pacific,Fiji,Tavewa/Tasawas,West Side Watersports,2010,20-Jun-10,5,Bleaching (% of population),0,0,0,0,FALSE,,0,299,299.29,300.49,295.29,304.27,1.43,7,-0.43,0.83,0,-3.85,2.79,4,4.39,22,5,4.38,2.46,18,1.78,-2.85,1.43,-6.84,2.12,-1.64,1,1.03,4,1,0,0.8,5.65,0.32,ERG111,395,0.013611111,177.3872778,-16.87572222
173.8.671E.1.21.471N,Kiribati Temaiku Alternate Outlet Site,Pacific,Kiribati,Tarawa,"Temaiku village, South Tarawa",2011,26-Mar-11,10,Bleaching (% of population),0,0,0,0,FALSE,,0,301.65,300.85,301.82,297.89,306.02,1.12,7,-0.36,1.04,0,-3.35,3.95,1,7.98,42,8,0,4.24,25.09,3.04,-1.48,1.12,-4.44,3.68,-0.5,0,4.33,26,3,0,2.62,19.02,1.34,ERG072,316,0.025858585,173.1445278,1.357861111
173.8.346E.1.21.571N,Kiribati Hospital Outlet,Pacific,Kiribati,Tarawa,Bikienibeu,2011,25-Mar-11,10,Bleaching (% of population),0,0,0,0,FALSE,,0,301.65,300.85,301.82,297.89,306.02,1.12,7,-0.36,1.04,0,-3.35,3.95,1,7.98,42,8,0,4.24,25.09,3.04,-1.48,1.12,-4.44,3.68,-0.5,0,4.33,26,3,0,2.62,19.02,1.34,ERG072,316,0.025858585,173.1391111,1.359527778
177.18.106E.17.34.136S,Samus Reef,Pacific,Fiji,Viti Levu,Lautoka,2011,16-Apr-11,10,Bleaching (% of population),10,10,10,10,FALSE,,10,300.93,302.45,301,296.54,304.83,1.54,3,0.27,0.77,0,-3.06,2.45,20,4.82,24,4,0,2.61,17.11,1.53,-0.29,1.54,-6.21,2.07,-1.74,0,0.95,4,0,0,0.67,4.19,0.23,ERG111,395,0.011515151,177.3017778,-17.56894444
179.13.505E.17.58.713S,Anthias Avenue,Pacific,Fiji,Gau,Sawaieke,2011,19-Apr-11,7,Bleaching (% of population),39,30,30,NA,TRUE,did not do S4,33,300.03,301.67,299.98,296.04,304.35,1.53,4,0.56,0.86,0,-3.12,3.99,17,5.22,24,5,3.68,2.85,15.77,1.93,-0.05,1.53,-5.67,2.62,-1.73,3,1.43,6,1,2.51,1.13,8.14,0.43,ERG111,395,0.013888889,179.2250833,-17.97855556
178.50.851E.17.34.961S,Lions Den,Pacific,Fiji,Viti Levu,"Wakaya Island, Lomai Viti",2011,18-Apr-11,9,Bleaching (% of population),5,5,5,NA,TRUE,did not do S4,5,299.96,303.08,299.93,295.54,304.38,1.54,3,1.96,0.86,0,-2.84,4.99,21,5.95,25,6,0,3.24,19.56,2.2,1.38,1.54,-6.15,2.67,-1.76,1,1.88,8,1,0,1.39,12.54,0.5,ERG111,395,0.012929293,178.8475278,-17.58269444
179.3.688E.17.6.616S,Tetons,Pacific,Fiji,Viti Levu,Namena Marine Park,2011,20-Apr-11,4,Bleaching (% of population),5,5,5,5,FALSE,,5,299.87,302.29,299.99,296.04,304.38,1.48,3,1.26,0.79,0,-3.31,2.68,21,5.48,29,5,3.79,2.97,19.49,1.69,0.59,1.48,-5.65,2.67,-1.7,1,1.2,6,0,1.06,0.84,9.77,0.25,ERG111,395,0.013888889,179.0614722,-17.11027778
179.03.829E.17.06.796S,2 Thumbs Up Arch Bommie,Pacific,Fiji,Namena,Nai'a,2011,20-Apr-11,16,Bleaching (% of population),10,5,NA,NA,TRUE,only did half of transect,7.5,299.87,302.48,300.03,295.95,304.38,1.5,3,1.44,0.82,0,-4.1,3.33,21,5.6,27,5,4.16,3.02,21.32,1.84,0.69,1.5,-5.83,2.58,-1.75,1,1.34,7,0,1.09,0.95,10.14,0.27,ERG111,395,0.013888889,179.0638056,-17.11327778
178.27.578E.17.16.826S,Coral Corner Waypoint 439,Pacific,Fiji,Viti Levu,Vatu-i-Ra passage,2011,17-Apr-11,6,Bleaching (% of population),5,5,5,5,FALSE,,5,300.01,302.29,299.99,295.82,303.89,1.51,3,1.12,0.83,0,-3.18,2.71,19,5.96,27,6,3.89,3.09,16.78,2,0.57,1.51,-5.9,2.16,-1.72,2,1.23,6,1,3.22,0.94,5.58,0.35,ERG111,395,0.012929293,178.4596389,-17.28044444
178.35.543E.17.19.816S,E6,Pacific,Fiji,Vatu-i-Ra,Nai'a,2011,22-Apr-11,7,Bleaching (% of population),10,10,10,NA,TRUE,did not do S4,10,299.75,301.74,299.95,295.77,304.35,1.52,3,0.83,0.84,0,-2.98,4.04,18,5.54,25,5,3.99,3.06,17.63,1.96,0.02,1.52,-5.94,2.62,-1.75,0,0.96,4,0,0,0.84,6.02,0.31,ERG111,395,0.012929293,178.5923889,-17.33027778
178.27.635E.17.16.691S,Howards Diner Waypoint 437,Pacific,Fiji,Viti Levu,Vatu-i-ra,2011,17-Apr-11,12,Bleaching (% of population),0,0,0,0,FALSE,,0,300.01,302.29,299.99,295.82,303.89,1.51,3,1.12,0.83,0,-3.18,2.71,19,5.96,27,6,3.89,3.09,16.78,2,0.57,1.51,-5.9,2.16,-1.72,2,1.23,6,1,3.22,0.94,5.58,0.35,ERG111,395,0.012929293,178.4605833,-17.27819444
178.27.686E.17.16.699S,Mellow Yellow Waypoint 436,Pacific,Fiji,Viti Levu,Vatu-i-ra Passage,2011,17-Apr-11,10,Bleaching (% of population),0,0,0,NA,TRUE,did not do S4,0,300.01,302.29,299.99,295.82,303.89,1.51,3,1.12,0.83,0,-3.18,2.71,19,5.96,27,6,3.89,3.09,16.78,2,0.57,1.51,-5.9,2.16,-1.72,2,1.23,6,1,3.22,0.94,5.58,0.35,ERG111,395,0.012929293,178.4614444,-17.27830556
178.31.353E.17.20.824S,Mount Mutiny,Pacific,Fiji,Vatu-i-Ra,Nai'a Cruises,2011,22-Apr-11,7,Bleaching (% of population),5,5,5,NA,TRUE,did not do S4,5,299.7,302.16,299.95,295.92,304.19,1.52,3,1.24,0.84,0,-3.03,4.1,22,5.73,29,5,3.88,3.1,20.27,1.92,0.45,1.52,-5.78,2.48,-1.75,1,1.13,5,0,0,0.89,6.88,0.32,ERG111,395,0.012929293,178.5225556,-17.34705556
35.15.18W.5.23.24S,Manoa 1,Atlantic,Brazil,Rio Grande do Norte,Maracajau,2010,1-May-10,2,Bleaching (% of population),7,10,30,57,FALSE,,26,300.42,303.39,300.62,296.43,304.91,1.17,6,1.83,0.66,0,-2.9,2.97,9,2.73,12,2,5.45,1.49,11.4,0.69,1.43,1.17,-5.52,2.95,-1.33,4,1.32,7,0,5.2,0.99,6.66,0.26,ERG144,16,0.0075,-35.255,-5.39
35.15.18W.5.23.23S,Manoa 2,Atlantic,Brazil,Rio Grande do Norte,Maracajau,2010,1-May-10,2,Bleaching (% of population),18,5,0,2,FALSE,,6.25,300.42,303.39,300.62,296.43,304.91,1.17,6,1.83,0.66,0,-2.9,2.97,9,2.73,12,2,5.45,1.49,11.4,0.69,1.43,1.17,-5.52,2.95,-1.33,4,1.32,7,0,5.2,0.99,6.66,0.26,ERG144,16,0.0075,-35.255,-5.389722222
35.15.09W.5.23.32S,MD Leste,Atlantic,Brazil,Rio Grande do Norte,Maracajau,2010,30-Apr-10,2,Bleaching (% of population),10,0,5,3,FALSE,,4.5,300.42,303.39,300.62,296.43,304.91,1.17,6,1.83,0.66,0,-2.9,2.97,9,2.73,12,2,5.45,1.49,11.4,0.69,1.43,1.17,-5.52,2.95,-1.33,4,1.32,7,0,5.2,0.99,6.66,0.26,ERG144,16,0.0075,-35.2525,-5.392222222
35.15.12W.5.23.34S,MD Site 1,Atlantic,Brazil,Rio Grande do Norte,Maracajau,2010,29-Apr-10,2,Bleaching (% of population),15,10,15,12,FALSE,,13,300.42,303.39,300.62,296.43,304.91,1.17,6,1.83,0.66,0,-2.9,2.97,9,2.73,12,2,5.45,1.49,11.4,0.69,1.43,1.17,-5.52,2.95,-1.33,4,1.32,7,0,5.2,0.99,6.66,0.26,ERG144,16,0.0075,-35.25333333,-5.392777778
35.15.11W.5.23.29S,MD Site 2,Atlantic,Brazil,Rio Grande do Norte,Maracajau,2010,29-Apr-10,2,Bleaching (% of population),75,30,25,15,FALSE,,36.25,300.42,303.39,300.62,296.43,304.91,1.17,6,1.83,0.66,0,-2.9,2.97,9,2.73,12,2,5.45,1.49,11.4,0.69,1.43,1.17,-5.52,2.95,-1.33,4,1.32,7,0,5.2,0.99,6.66,0.26,ERG144,16,0.0075,-35.25305556,-5.391388889
35.15.08W.5.23.32S,MD Sul,Atlantic,Brazil,Rio Grande do Norte,Maracajau,2010,30-Apr-10,2,Bleaching (% of population),10,14,10,5,FALSE,,9.75,300.42,303.39,300.62,296.43,304.91,1.17,6,1.83,0.66,0,-2.9,2.97,9,2.73,12,2,5.45,1.49,11.4,0.69,1.43,1.17,-5.52,2.95,-1.33,4,1.32,7,0,5.2,0.99,6.66,0.26,ERG144,16,0.0075,-35.25222222,-5.392222222
35.11.44.31W.9.2.20.23S,Barreta do Moura Leste,Atlantic,Brazil,Alagoas,Maragogi,2010,21-Jan-10,4,Bleaching (% of population),1,0,0,0,FALSE,,0.25,301.7,302.04,300.38,296.45,305.83,1.21,6,1.1,0.71,0,-3.04,5.74,7,3.19,15,2,2.46,1.81,12.65,0.98,0.08,1.21,-5.5,3.86,-1.57,1,1.03,5,0,0,0.85,6.85,0.24,ERG144,16,-0.00719697,-35.19563889,-9.038944444
35.11.38.89W.9.2.27.09S,Barreta do Moura Norte,Atlantic,Brazil,Alagoas,Maragogi,2010,21-Jan-10,3,Bleaching (% of population),1,1,1,1,FALSE,,1,301.67,302.04,300.35,296.32,305.89,1.18,6,1.1,0.66,0,-3.03,3.97,9,3.13,16,2,3.53,1.63,12.21,0.87,0.12,1.18,-5.59,3.97,-1.56,0,1.19,7,0,0,0.93,8.3,0.2,ERG144,16,-0.00719697,-35.19413889,-9.040861111
35.200018W.9.048448S,Filha das Gales,Atlantic,Brazil,Alagoas,Maragogi,2010,22-Jan-10,3,Bleaching (% of population),1,1,0,1,FALSE,,0.75,301.67,302.04,300.35,296.32,305.89,1.18,6,1.1,0.66,0,-3.03,3.97,9,3.13,16,2,3.53,1.63,12.21,0.87,0.12,1.18,-5.59,3.97,-1.56,0,1.19,7,0,0,0.93,8.3,0.2,ERG144,16,-0.00719697,-35.2,-9.048444444
35.199930W.9.048462S,Lastro do Jorge,Atlantic,Brazil,Alagoas,Maragogi,2010,22-Jan-10,3,Bleaching (% of population),0,0,1,0,FALSE,,0.25,301.67,302.04,300.35,296.32,305.89,1.18,6,1.1,0.66,0,-3.03,3.97,9,3.13,16,2,3.53,1.63,12.21,0.87,0.12,1.18,-5.59,3.97,-1.56,0,1.19,7,0,0,0.93,8.3,0.2,ERG144,16,-0.00719697,-35.19994444,-9.048472222
35.5.34.47W.8.46.3.37S,Ilha da Barra,Atlantic,Brazil,Pernambuco,Tamandare,2010,14-May-10,3,Bleaching (% of population),90,80,80,90,FALSE,,85,262.15,301.135,300.445,296.405,305.7775,1.17,5,-0.0575,0.6825,0,-3.085,4.41,16,3.545,17,2.25,6.755,1.8325,10.765,0.9875,-0.805,1.17,-5.53,3.83,-1.485,4,1.1925,5.75,0,4.5075,0.9175,7.1925,0.2475,ERG144,16,-0.004015151,-35.09291667,-8.767611111
